Date,Day of Week,Month,Full Time,Time,AM/PM,Visitor,Goals,Home,Goals.1,Att.,LOG,Lagged_attendance_1,Lagged_attendance_2,Lagged_attendance_3,Attendance_moving_avg
10/10/2023,Tue,Oct,8:00 PM,8:00,PM,Chicago Blackhawks,4,Pittsburgh Penguins,2,18411.0,2:34,,,,
10/10/2023,Tue,Oct,5:30 PM,5:30,PM,Nashville Predators,3,Tampa Bay Lightning,5,19092.0,2:33,18411.0,,,
10/10/2023,Tue,Oct,10:30 PM,10:30,PM,Seattle Kraken,1,Vegas Golden Knights,4,18724.0,2:22,19092.0,18411.0,,18742.333333333332
10/11/2023,Wed,Oct,7:30 PM,7:30,PM,Chicago Blackhawks,1,Boston Bruins,3,17850.0,2:29,18724.0,19092.0,18411.0,18555.333333333332
10/11/2023,Wed,Oct,7:00 PM,7:00,PM,Ottawa Senators,3,Carolina Hurricanes,5,18893.0,2:33,17850.0,18724.0,19092.0,18489.0
10/11/2023,Wed,Oct,10:00 PM,10:00,PM,Winnipeg Jets,3,Calgary Flames,5,17414.0,2:32,18893.0,17850.0,18724.0,18052.333333333332
10/11/2023,Wed,Oct,10:00 PM,10:00,PM,Colorado Avalanche,5,Los Angeles Kings,2,18145.0,2:37,17414.0,18893.0,17850.0,18150.666666666668
10/11/2023,Wed,Oct,7:00 PM,7:00,PM,Montreal Canadiens,5,Toronto Maple Leafs,6,18948.0,2:46,18145.0,17414.0,18893.0,18169.0
10/11/2023,Wed,Oct,10:00 PM,10:00,PM,Edmonton Oilers,1,Vancouver Canucks,8,18706.0,2:33,18948.0,18145.0,17414.0,18599.666666666668
10/12/2023,Thu,Oct,7:00 PM,7:00,PM,New York Rangers,5,Buffalo Sabres,1,19070.0,2:26,18706.0,18948.0,18145.0,18908.0
10/12/2023,Thu,Oct,7:00 PM,7:00,PM,Philadelphia Flyers,4,Columbus Blue Jackets,2,18614.0,2:26,19070.0,18706.0,18948.0,18796.666666666668
10/12/2023,Thu,Oct,8:00 PM,8:00,PM,St. Louis Blues,1,Dallas Stars,2,18532.0,2:40,18614.0,19070.0,18706.0,18738.666666666668
10/12/2023,Thu,Oct,8:00 PM,8:00,PM,Florida Panthers,0,Minnesota Wild,2,18976.0,2:37,18532.0,18614.0,19070.0,18707.333333333332
10/12/2023,Thu,Oct,7:30 PM,7:30,PM,Detroit Red Wings,3,New Jersey Devils,4,16514.0,2:29,18976.0,18532.0,18614.0,18007.333333333332
10/12/2023,Thu,Oct,8:00 PM,8:00,PM,Seattle Kraken,0,Nashville Predators,3,17629.0,2:21,16514.0,18976.0,18532.0,17706.333333333332
10/12/2023,Thu,Oct,10:30 PM,10:30,PM,Vegas Golden Knights,4,San Jose Sharks,1,17435.0,2:28,17629.0,16514.0,18976.0,17192.666666666668
10/13/2023,Fri,Oct,7:00 PM,7:00,PM,Arizona Coyotes,4,New Jersey Devils,3,16514.0,2:43,17435.0,17629.0,16514.0,17192.666666666668
10/13/2023,Fri,Oct,7:30 PM,7:30,PM,Pittsburgh Penguins,4,Washington Capitals,0,18573.0,2:34,16514.0,17435.0,17629.0,17507.333333333332
10/14/2023,Sat,Oct,7:00 PM,7:00,PM,Nashville Predators,2,Boston Bruins,3,17850.0,2:33,18573.0,16514.0,17435.0,17645.666666666668
10/14/2023,Sat,Oct,7:00 PM,7:00,PM,New York Rangers,3,Columbus Blue Jackets,5,16520.0,2:34,17850.0,18573.0,16514.0,17647.666666666668
10/14/2023,Sat,Oct,7:00 PM,7:00,PM,Tampa Bay Lightning,4,Detroit Red Wings,6,19515.0,2:28,16520.0,17850.0,18573.0,17961.666666666668
10/14/2023,Sat,Oct,10:00 PM,10:00,PM,Vancouver Canucks,4,Edmonton Oilers,3,18347.0,2:30,19515.0,16520.0,17850.0,18127.333333333332
10/14/2023,Sat,Oct,10:30 PM,10:30,PM,Carolina Hurricanes,6,Los Angeles Kings,5,17517.0,2:57,18347.0,19515.0,16520.0,18459.666666666668
10/14/2023,Sat,Oct,7:00 PM,7:00,PM,Chicago Blackhawks,2,Montreal Canadiens,3,21105.0,2:26,17517.0,18347.0,19515.0,18989.666666666668
10/14/2023,Sat,Oct,7:30 PM,7:30,PM,Buffalo Sabres,2,New York Islanders,3,17255.0,2:29,21105.0,17517.0,18347.0,18625.666666666668
10/14/2023,Sat,Oct,1:00 PM,1:00,PM,Philadelphia Flyers,2,Ottawa Senators,5,20011.0,2:30,17255.0,21105.0,17517.0,19457.0
10/14/2023,Sat,Oct,7:00 PM,7:00,PM,Calgary Flames,2,Pittsburgh Penguins,5,17635.0,2:30,20011.0,17255.0,21105.0,18300.333333333332
10/14/2023,Sat,Oct,10:00 PM,10:00,PM,Colorado Avalanche,2,San Jose Sharks,1,17435.0,2:46,17635.0,20011.0,17255.0,18360.333333333332
10/14/2023,Sat,Oct,8:00 PM,8:00,PM,Seattle Kraken,1,St. Louis Blues,2,18096.0,2:33,17435.0,17635.0,20011.0,17722.0
10/14/2023,Sat,Oct,7:00 PM,7:00,PM,Minnesota Wild,4,Toronto Maple Leafs,7,18903.0,2:36,18096.0,17435.0,17635.0,18144.666666666668
10/14/2023,Sat,Oct,10:00 PM,10:00,PM,Anaheim Ducks,1,Vegas Golden Knights,4,18033.0,2:35,18903.0,18096.0,17435.0,18344.0
10/14/2023,Sat,Oct,4:00 PM,4:00,PM,Florida Panthers,4,Winnipeg Jets,6,13410.0,2:32,18033.0,18903.0,18096.0,16782.0
10/15/2023,Sun,Oct,8:30 PM,8:30,PM,Carolina Hurricanes,3,Anaheim Ducks,6,17278.0,2:32,13410.0,18033.0,18903.0,16240.333333333334
10/15/2023,Sun,Oct,7:00 PM,7:00,PM,Tampa Bay Lightning,2,Ottawa Senators,5,15584.0,2:27,17278.0,13410.0,18033.0,15424.0
10/16/2023,Mon,Oct,7:00 PM,7:00,PM,Detroit Red Wings,4,Columbus Blue Jackets,0,14959.0,2:25,15584.0,17278.0,13410.0,15940.333333333334
10/16/2023,Mon,Oct,7:00 PM,7:00,PM,Florida Panthers,4,New Jersey Devils,3,15023.0,2:30,14959.0,15584.0,17278.0,15188.666666666666
10/16/2023,Mon,Oct,7:00 PM,7:00,PM,Arizona Coyotes,1,New York Rangers,2,18006.0,2:29,15023.0,14959.0,15584.0,15996.0
10/16/2023,Mon,Oct,7:00 PM,7:00,PM,Chicago Blackhawks,4,Toronto Maple Leafs,1,19101.0,2:37,18006.0,15023.0,14959.0,17376.666666666668
10/16/2023,Mon,Oct,7:00 PM,7:00,PM,Calgary Flames,2,Washington Capitals,3,16489.0,2:43,19101.0,18006.0,15023.0,17865.333333333332
10/17/2023,Tue,Oct,7:30 PM,7:30,PM,Tampa Bay Lightning,2,Buffalo Sabres,3,12598.0,2:27,16489.0,19101.0,18006.0,16062.666666666666
10/17/2023,Tue,Oct,7:00 PM,7:00,PM,Minnesota Wild,5,Montreal Canadiens,2,21105.0,2:36,12598.0,16489.0,19101.0,16730.666666666668
10/17/2023,Tue,Oct,8:00 PM,8:00,PM,Edmonton Oilers,6,Nashville Predators,1,17216.0,2:27,21105.0,12598.0,16489.0,16973.0
10/17/2023,Tue,Oct,7:30 PM,7:30,PM,Arizona Coyotes,0,New York Islanders,1,14456.0,2:22,17216.0,21105.0,12598.0,17592.333333333332
10/17/2023,Tue,Oct,6:00 PM,6:00,PM,Vancouver Canucks,0,Philadelphia Flyers,2,18883.0,2:28,14456.0,17216.0,21105.0,16851.666666666668
10/17/2023,Tue,Oct,10:00 PM,10:00,PM,Colorado Avalanche,4,Seattle Kraken,1,17151.0,2:35,18883.0,14456.0,17216.0,16830.0
10/17/2023,Tue,Oct,10:30 PM,10:30,PM,Carolina Hurricanes,6,San Jose Sharks,3,10378.0,2:33,17151.0,18883.0,14456.0,15470.666666666666
10/17/2023,Tue,Oct,10:30 PM,10:30,PM,Dallas Stars,2,Vegas Golden Knights,3,17612.0,2:47,10378.0,17151.0,18883.0,15047.0
10/17/2023,Tue,Oct,8:00 PM,8:00,PM,Los Angeles Kings,5,Winnipeg Jets,1,11226.0,2:24,17612.0,10378.0,17151.0,13072.0
10/18/2023,Wed,Oct,7:30 PM,7:30,PM,Pittsburgh Penguins,3,Detroit Red Wings,6,18895.0,2:31,11226.0,17612.0,10378.0,15911.0
10/18/2023,Wed,Oct,7:00 PM,7:00,PM,Washington Capitals,1,Ottawa Senators,6,15021.0,2:31,18895.0,11226.0,17612.0,15047.333333333334
10/19/2023,Thu,Oct,10:00 PM,10:00,PM,Dallas Stars,3,Anaheim Ducks,2,14274.0,2:23,15021.0,18895.0,11226.0,16063.333333333334
10/19/2023,Thu,Oct,7:00 PM,7:00,PM,Calgary Flames,4,Buffalo Sabres,3,13025.0,2:34,14274.0,15021.0,18895.0,14106.666666666666
10/19/2023,Thu,Oct,10:30 PM,10:30,PM,Chicago Blackhawks,0,Colorado Avalanche,4,18140.0,2:24,13025.0,14274.0,15021.0,15146.333333333334
10/19/2023,Thu,Oct,7:00 PM,7:00,PM,Toronto Maple Leafs,1,Florida Panthers,3,19288.0,2:30,18140.0,13025.0,14274.0,16817.666666666668
10/19/2023,Thu,Oct,8:00 PM,8:00,PM,Los Angeles Kings,7,Minnesota Wild,3,18689.0,2:35,19288.0,18140.0,13025.0,18705.666666666668
10/19/2023,Thu,Oct,7:00 PM,7:00,PM,Nashville Predators,4,New York Rangers,1,18006.0,2:24,18689.0,19288.0,18140.0,18661.0
10/19/2023,Thu,Oct,7:30 PM,7:30,PM,Edmonton Oilers,1,Philadelphia Flyers,4,17590.0,2:29,18006.0,18689.0,19288.0,18095.0
10/19/2023,Thu,Oct,10:00 PM,10:00,PM,Carolina Hurricanes,4,Seattle Kraken,7,17151.0,2:36,17590.0,18006.0,18689.0,17582.333333333332
10/19/2023,Thu,Oct,10:30 PM,10:30,PM,Boston Bruins,3,San Jose Sharks,1,12501.0,2:30,17151.0,17590.0,18006.0,15747.333333333334
10/19/2023,Thu,Oct,8:00 PM,8:00,PM,Arizona Coyotes,6,St. Louis Blues,2,18096.0,2:35,12501.0,17151.0,17590.0,15916.0
10/19/2023,Thu,Oct,7:00 PM,7:00,PM,Vancouver Canucks,3,Tampa Bay Lightning,4,19092.0,2:32,18096.0,12501.0,17151.0,16563.0
10/19/2023,Thu,Oct,8:00 PM,8:00,PM,Vegas Golden Knights,5,Winnipeg Jets,3,11521.0,2:18,19092.0,18096.0,12501.0,16236.333333333334
10/20/2023,Fri,Oct,7:00 PM,7:00,PM,Calgary Flames,1,Columbus Blue Jackets,3,16276.0,2:25,11521.0,19092.0,18096.0,15629.666666666666
10/20/2023,Fri,Oct,7:30 PM,7:30,PM,New Jersey Devils,5,New York Islanders,4,17255.0,2:33,16276.0,11521.0,19092.0,15017.333333333334
10/21/2023,Sat,Oct,4:00 PM,4:00,PM,Anaheim Ducks,1,Arizona Coyotes,2,4600.0,2:30,17255.0,16276.0,11521.0,12710.333333333334
10/21/2023,Sat,Oct,7:00 PM,7:00,PM,New York Islanders,1,Buffalo Sabres,3,16179.0,2:27,4600.0,17255.0,16276.0,12678.0
10/21/2023,Sat,Oct,8:00 PM,8:00,PM,Vegas Golden Knights,5,Chicago Blackhawks,3,19867.0,2:27,16179.0,4600.0,17255.0,13548.666666666666
10/21/2023,Sat,Oct,9:00 PM,9:00,PM,Carolina Hurricanes,4,Colorado Avalanche,6,18131.0,2:32,19867.0,16179.0,4600.0,18059.0
10/21/2023,Sat,Oct,8:00 PM,8:00,PM,Philadelphia Flyers,4,Dallas Stars,5,18532.0,2:34,18131.0,19867.0,16179.0,18843.333333333332
10/21/2023,Sat,Oct,10:00 PM,10:00,PM,Winnipeg Jets,3,Edmonton Oilers,2,18347.0,2:40,18532.0,18131.0,19867.0,18336.666666666668
10/21/2023,Sat,Oct,7:00 PM,7:00,PM,Vancouver Canucks,5,Florida Panthers,3,16991.0,2:24,18347.0,18532.0,18131.0,17956.666666666668
10/21/2023,Sat,Oct,10:30 PM,10:30,PM,Boston Bruins,4,Los Angeles Kings,2,18145.0,2:44,16991.0,18347.0,18532.0,17827.666666666668
10/21/2023,Sat,Oct,8:00 PM,8:00,PM,Columbus Blue Jackets,5,Minnesota Wild,4,18479.0,2:39,18145.0,16991.0,18347.0,17871.666666666668
10/21/2023,Sat,Oct,7:00 PM,7:00,PM,Washington Capitals,2,Montreal Canadiens,3,21105.0,2:31,18479.0,18145.0,16991.0,19243.0
10/21/2023,Sat,Oct,8:00 PM,8:00,PM,San Jose Sharks,1,Nashville Predators,5,17222.0,2:28,21105.0,18479.0,18145.0,18935.333333333332
10/21/2023,Sat,Oct,1:00 PM,1:00,PM,Detroit Red Wings,5,Ottawa Senators,2,18834.0,2:31,17222.0,21105.0,18479.0,19053.666666666668
10/21/2023,Sat,Oct,10:00 PM,10:00,PM,New York Rangers,4,Seattle Kraken,1,17151.0,2:38,18834.0,17222.0,21105.0,17735.666666666668
10/21/2023,Sat,Oct,8:00 PM,8:00,PM,Pittsburgh Penguins,2,St. Louis Blues,4,18096.0,2:21,17151.0,18834.0,17222.0,18027.0
10/21/2023,Sat,Oct,7:00 PM,7:00,PM,Toronto Maple Leafs,4,Tampa Bay Lightning,3,19092.0,2:35,18096.0,17151.0,18834.0,18113.0
10/22/2023,Sun,Oct,8:30 PM,8:30,PM,Boston Bruins,3,Anaheim Ducks,1,14264.0,2:26,19092.0,18096.0,17151.0,17150.666666666668
10/22/2023,Sun,Oct,5:00 PM,5:00,PM,Calgary Flames,2,Detroit Red Wings,6,17626.0,2:26,14264.0,19092.0,18096.0,16994.0
10/23/2023,Mon,Oct,7:00 PM,7:00,PM,Montreal Canadiens,3,Buffalo Sabres,1,13507.0,2:22,17626.0,14264.0,19092.0,15132.333333333334
10/24/2023,Tue,Oct,8:30 PM,8:30,PM,Anaheim Ducks,3,Columbus Blue Jackets,2,16432.0,2:28,13507.0,17626.0,14264.0,15855.0
10/24/2023,Tue,Oct,9:45 PM,9:45,PM,New York Rangers,3,Calgary Flames,1,16800.0,2:25,16432.0,13507.0,17626.0,15579.666666666666
10/24/2023,Tue,Oct,8:30 PM,8:30,PM,Boston Bruins,3,Chicago Blackhawks,0,19370.0,2:36,16800.0,16432.0,13507.0,17534.0
10/24/2023,Tue,Oct,8:15 PM,8:15,PM,Seattle Kraken,5,Detroit Red Wings,4,16894.0,2:40,19370.0,16800.0,16432.0,17688.0
10/24/2023,Tue,Oct,7:45 PM,7:45,PM,San Jose Sharks,1,Florida Panthers,3,16142.0,2:24,16894.0,19370.0,16800.0,17468.666666666668
10/24/2023,Tue,Oct,10:30 PM,10:30,PM,Arizona Coyotes,3,Los Angeles Kings,6,17668.0,2:42,16142.0,16894.0,19370.0,16901.333333333332
10/24/2023,Tue,Oct,9:00 PM,9:00,PM,Edmonton Oilers,4,Minnesota Wild,7,17064.0,2:30,17668.0,16142.0,16894.0,16958.0
10/24/2023,Tue,Oct,7:15 PM,7:15,PM,New Jersey Devils,5,Montreal Canadiens,2,21105.0,2:32,17064.0,17668.0,16142.0,18612.333333333332
10/24/2023,Tue,Oct,9:15 PM,9:15,PM,Vancouver Canucks,3,Nashville Predators,2,17159.0,2:17,21105.0,17064.0,17668.0,18442.666666666668
10/24/2023,Tue,Oct,8:00 PM,8:00,PM,Colorado Avalanche,7,New York Islanders,4,14856.0,2:31,17159.0,21105.0,17064.0,17706.666666666668
10/24/2023,Tue,Oct,6:45 PM,6:45,PM,Buffalo Sabres,6,Ottawa Senators,4,14278.0,2:38,14856.0,17159.0,21105.0,15431.0
10/24/2023,Tue,Oct,7:30 PM,7:30,PM,Dallas Stars,4,Pittsburgh Penguins,1,17209.0,2:29,14278.0,14856.0,17159.0,15447.666666666666
10/24/2023,Tue,Oct,7:00 PM,7:00,PM,Carolina Hurricanes,0,Tampa Bay Lightning,3,19092.0,2:27,17209.0,14278.0,14856.0,16859.666666666668
10/24/2023,Tue,Oct,11:00 PM,11:00,PM,Philadelphia Flyers,2,Vegas Golden Knights,3,17717.0,2:31,19092.0,17209.0,14278.0,18006.0
10/24/2023,Tue,Oct,8:45 PM,8:45,PM,St. Louis Blues,2,Winnipeg Jets,4,11136.0,2:21,17717.0,19092.0,17209.0,15981.666666666666
10/24/2023,Tue,Oct,6:00 PM,6:00,PM,Toronto Maple Leafs,4,Washington Capitals,1,16641.0,2:20,11136.0,17717.0,19092.0,15164.666666666666
10/25/2023,Wed,Oct,7:30 PM,7:30,PM,Washington Capitals,6,New Jersey Devils,4,16117.0,2:23,16641.0,11136.0,17717.0,14631.333333333334
10/26/2023,Thu,Oct,7:00 PM,7:00,PM,Anaheim Ducks,4,Boston Bruins,3,17850.0,2:44,16117.0,16641.0,11136.0,16869.333333333332
10/26/2023,Thu,Oct,7:00 PM,7:00,PM,Seattle Kraken,2,Carolina Hurricanes,3,18780.0,2:38,17850.0,16117.0,16641.0,17582.333333333332
10/26/2023,Thu,Oct,9:00 PM,9:00,PM,St. Louis Blues,3,Calgary Flames,0,16897.0,2:26,18780.0,17850.0,16117.0,17842.333333333332
10/26/2023,Thu,Oct,8:00 PM,8:00,PM,Toronto Maple Leafs,4,Dallas Stars,1,18532.0,2:21,16897.0,18780.0,17850.0,18069.666666666668
10/26/2023,Thu,Oct,7:00 PM,7:00,PM,Winnipeg Jets,4,Detroit Red Wings,1,17857.0,2:25,18532.0,16897.0,18780.0,17762.0
10/26/2023,Thu,Oct,9:00 PM,9:00,PM,New York Rangers,3,Edmonton Oilers,0,17939.0,2:26,17857.0,18532.0,16897.0,18109.333333333332
10/26/2023,Thu,Oct,7:00 PM,7:00,PM,Columbus Blue Jackets,3,Montreal Canadiens,4,21105.0,2:35,17939.0,17857.0,18532.0,18967.0
10/26/2023,Thu,Oct,7:30 PM,7:30,PM,Ottawa Senators,2,New York Islanders,3,14911.0,2:37,21105.0,17939.0,17857.0,17985.0
10/26/2023,Thu,Oct,7:30 PM,7:30,PM,Minnesota Wild,2,Philadelphia Flyers,6,17144.0,2:30,14911.0,21105.0,17939.0,17720.0
10/26/2023,Thu,Oct,7:00 PM,7:00,PM,Colorado Avalanche,0,Pittsburgh Penguins,4,17154.0,2:26,17144.0,14911.0,21105.0,16403.0
10/26/2023,Thu,Oct,7:00 PM,7:00,PM,San Jose Sharks,0,Tampa Bay Lightning,6,19092.0,2:23,17154.0,17144.0,14911.0,17796.666666666668
10/27/2023,Fri,Oct,10:00 PM,10:00,PM,Los Angeles Kings,5,Arizona Coyotes,4,4600.0,2:37,19092.0,17154.0,17144.0,13615.333333333334
10/27/2023,Fri,Oct,7:00 PM,7:00,PM,San Jose Sharks,0,Carolina Hurricanes,3,18700.0,2:37,4600.0,19092.0,17154.0,14130.666666666666
10/27/2023,Fri,Oct,7:00 PM,7:00,PM,Buffalo Sabres,4,New Jersey Devils,5,16514.0,2:30,18700.0,4600.0,19092.0,13271.333333333334
10/27/2023,Fri,Oct,10:00 PM,10:00,PM,St. Louis Blues,0,Vancouver Canucks,5,18548.0,2:23,16514.0,18700.0,4600.0,17920.666666666668
10/27/2023,Fri,Oct,6:00 PM,6:00,PM,Chicago Blackhawks,4,Vegas Golden Knights,3,18338.0,2:27,18548.0,16514.0,18700.0,17800.0
10/27/2023,Fri,Oct,7:00 PM,7:00,PM,Minnesota Wild,2,Washington Capitals,3,16602.0,2:45,18338.0,18548.0,16514.0,17829.333333333332
10/28/2023,Sat,Oct,7:00 PM,7:00,PM,Detroit Red Wings,1,Boston Bruins,4,17850.0,2:25,16602.0,18338.0,18548.0,17596.666666666668
10/28/2023,Sat,Oct,7:00 PM,7:00,PM,New York Islanders,2,Columbus Blue Jackets,0,15424.0,2:13,17850.0,16602.0,18338.0,16625.333333333332
10/28/2023,Sat,Oct,6:00 PM,6:00,PM,Seattle Kraken,2,Florida Panthers,3,16780.0,2:33,15424.0,17850.0,16602.0,16684.666666666668
10/28/2023,Sat,Oct,10:30 PM,10:30,PM,Vegas Golden Knights,4,Los Angeles Kings,3,18145.0,2:38,16780.0,15424.0,17850.0,16783.0
10/28/2023,Sat,Oct,7:00 PM,7:00,PM,Winnipeg Jets,3,Montreal Canadiens,4,21105.0,2:41,18145.0,16780.0,15424.0,18676.666666666668
10/28/2023,Sat,Oct,7:00 PM,7:00,PM,Toronto Maple Leafs,2,Nashville Predators,3,17537.0,2:31,21105.0,18145.0,16780.0,18929.0
10/28/2023,Sat,Oct,1:00 PM,1:00,PM,Anaheim Ducks,7,Philadelphia Flyers,4,18275.0,2:33,17537.0,21105.0,18145.0,18972.333333333332
10/28/2023,Sat,Oct,7:00 PM,7:00,PM,Ottawa Senators,5,Pittsburgh Penguins,2,17631.0,2:29,18275.0,17537.0,21105.0,17814.333333333332
10/28/2023,Sat,Oct,10:00 PM,10:00,PM,New York Rangers,4,Vancouver Canucks,3,18483.0,2:31,17631.0,18275.0,17537.0,18129.666666666668
10/29/2023,Sun,Oct,1:00 PM,1:00,PM,Colorado Avalanche,0,Buffalo Sabres,4,15717.0,2:25,18483.0,17631.0,18275.0,17277.0
10/29/2023,Sun,Oct,7:00 PM,7:00,PM,Calgary Flames,2,Edmonton Oilers,5,55411.0,2:37,15717.0,18483.0,17631.0,29870.333333333332
10/29/2023,Sun,Oct,5:00 PM,5:00,PM,Minnesota Wild,3,New Jersey Devils,4,16514.0,2:25,55411.0,15717.0,18483.0,29214.0
10/29/2023,Sun,Oct,5:00 PM,5:00,PM,San Jose Sharks,1,Washington Capitals,3,15856.0,2:26,16514.0,55411.0,15717.0,29260.333333333332
10/30/2023,Mon,Oct,10:00 PM,10:00,PM,Chicago Blackhawks,1,Arizona Coyotes,8,4600.0,2:31,15856.0,16514.0,55411.0,12323.333333333334
10/30/2023,Mon,Oct,7:00 PM,7:00,PM,Florida Panthers,2,Boston Bruins,3,17850.0,2:36,4600.0,15856.0,16514.0,12768.666666666666
10/30/2023,Mon,Oct,8:00 PM,8:00,PM,Columbus Blue Jackets,3,Dallas Stars,5,18532.0,2:22,17850.0,4600.0,15856.0,13660.666666666666
10/30/2023,Mon,Oct,7:30 PM,7:30,PM,Detroit Red Wings,4,New York Islanders,3,15407.0,2:35,18532.0,17850.0,4600.0,17263.0
10/30/2023,Mon,Oct,7:00 PM,7:00,PM,Carolina Hurricanes,3,Philadelphia Flyers,2,15569.0,2:27,15407.0,18532.0,17850.0,16502.666666666668
10/30/2023,Mon,Oct,7:00 PM,7:00,PM,Anaheim Ducks,4,Pittsburgh Penguins,3,16903.0,2:34,15569.0,15407.0,18532.0,15959.666666666666
10/30/2023,Mon,Oct,7:00 PM,7:00,PM,Seattle Kraken,4,Tampa Bay Lightning,3,19092.0,2:30,16903.0,15569.0,15407.0,17188.0
10/30/2023,Mon,Oct,10:00 PM,10:00,PM,Montreal Canadiens,2,Vegas Golden Knights,3,17791.0,2:43,19092.0,16903.0,15569.0,17928.666666666668
10/30/2023,Mon,Oct,7:30 PM,7:30,PM,New York Rangers,3,Winnipeg Jets,2,11898.0,2:29,17791.0,19092.0,16903.0,16260.333333333334
10/31/2023,Tue,Oct,8:00 PM,8:00,PM,Los Angeles Kings,4,Toronto Maple Leafs,1,18531.0,2:20,11898.0,17791.0,19092.0,16073.333333333334
10/31/2023,Tue,Oct,10:00 PM,10:00,PM,Nashville Predators,2,Vancouver Canucks,5,18413.0,2:23,18531.0,11898.0,17791.0,16280.666666666666
11/1/2023,Wed,Nov,10:00 PM,10:00,PM,Arizona Coyotes,3,Anaheim Ducks,4,14894.0,2:37,18413.0,18531.0,11898.0,17279.333333333332
11/1/2023,Wed,Nov,8:30 PM,8:30,PM,Dallas Stars,4,Calgary Flames,3,16786.0,2:32,14894.0,18413.0,18531.0,16697.666666666668
11/1/2023,Wed,Nov,9:30 PM,9:30,PM,St. Louis Blues,1,Colorado Avalanche,4,18091.0,2:31,16786.0,14894.0,18413.0,16590.333333333332
11/1/2023,Wed,Nov,7:00 PM,7:00,PM,Buffalo Sabres,5,Philadelphia Flyers,2,17279.0,2:30,18091.0,16786.0,14894.0,17385.333333333332
11/2/2023,Thu,Nov,10:00 PM,10:00,PM,Montreal Canadiens,2,Arizona Coyotes,3,4600.0,2:33,17279.0,18091.0,16786.0,13323.333333333334
11/2/2023,Thu,Nov,7:30 PM,7:30,PM,Toronto Maple Leafs,2,Boston Bruins,3,17850.0,2:36,4600.0,17279.0,18091.0,13243.0
11/2/2023,Thu,Nov,7:00 PM,7:00,PM,Tampa Bay Lightning,2,Columbus Blue Jackets,4,14276.0,2:32,17850.0,4600.0,17279.0,12242.0
11/2/2023,Thu,Nov,7:00 PM,7:00,PM,Florida Panthers,2,Detroit Red Wings,0,17233.0,2:27,14276.0,17850.0,4600.0,16453.0
11/2/2023,Thu,Nov,9:00 PM,9:00,PM,Dallas Stars,4,Edmonton Oilers,3,17290.0,2:32,17233.0,14276.0,17850.0,16266.333333333334
11/2/2023,Thu,Nov,8:00 PM,8:00,PM,New Jersey Devils,5,Minnesota Wild,3,18399.0,2:24,17290.0,17233.0,14276.0,17640.666666666668
11/2/2023,Thu,Nov,7:00 PM,7:00,PM,Carolina Hurricanes,1,New York Rangers,2,18006.0,2:31,18399.0,17290.0,17233.0,17898.333333333332
11/2/2023,Thu,Nov,7:00 PM,7:00,PM,Los Angeles Kings,3,Ottawa Senators,2,16216.0,2:24,18006.0,18399.0,17290.0,17540.333333333332
11/2/2023,Thu,Nov,10:00 PM,10:00,PM,Nashville Predators,2,Seattle Kraken,4,17151.0,2:24,16216.0,18006.0,18399.0,17124.333333333332
11/2/2023,Thu,Nov,10:30 PM,10:30,PM,Vancouver Canucks,10,San Jose Sharks,1,10719.0,2:32,17151.0,16216.0,18006.0,14695.333333333334
11/2/2023,Thu,Nov,10:00 PM,10:00,PM,Winnipeg Jets,2,Vegas Golden Knights,5,17878.0,2:27,10719.0,17151.0,16216.0,15249.333333333334
11/2/2023,Thu,Nov,7:00 PM,7:00,PM,New York Islanders,3,Washington Capitals,0,16209.0,2:23,17878.0,10719.0,17151.0,14935.333333333334
11/3/2023,Fri,Nov,7:00 PM,7:00,PM,Philadelphia Flyers,5,Buffalo Sabres,1,16612.0,2:12,16209.0,17878.0,10719.0,16899.666666666668
11/3/2023,Fri,Nov,8:00 PM,8:00,PM,New Jersey Devils,1,St. Louis Blues,4,18096.0,2:24,16612.0,16209.0,17878.0,16972.333333333332
11/4/2023,Sat,Nov,4:00 PM,4:00,PM,Winnipeg Jets,5,Arizona Coyotes,3,4600.0,2:19,18096.0,16612.0,16209.0,13102.666666666666
11/4/2023,Sat,Nov,8:00 PM,8:00,PM,Florida Panthers,2,Chicago Blackhawks,5,18666.0,2:22,4600.0,18096.0,16612.0,13787.333333333334
11/4/2023,Sat,Nov,7:00 PM,7:00,PM,Boston Bruins,4,Detroit Red Wings,5,18676.0,2:40,18666.0,4600.0,18096.0,13980.666666666666
11/4/2023,Sat,Nov,3:00 PM,3:00,PM,Nashville Predators,5,Edmonton Oilers,2,18354.0,2:28,18676.0,18666.0,4600.0,18565.333333333332
11/4/2023,Sat,Nov,8:00 PM,8:00,PM,New York Rangers,4,Minnesota Wild,5,18678.0,2:38,18354.0,18676.0,18666.0,18569.333333333332
11/4/2023,Sat,Nov,7:30 PM,7:30,PM,Carolina Hurricanes,4,New York Islanders,3,17255.0,2:31,18678.0,18354.0,18676.0,18095.666666666668
11/4/2023,Sat,Nov,7:00 PM,7:00,PM,Tampa Bay Lightning,6,Ottawa Senators,4,17387.0,2:36,17255.0,18678.0,18354.0,17773.333333333332
11/4/2023,Sat,Nov,7:30 PM,7:30,PM,Los Angeles Kings,5,Philadelphia Flyers,0,18304.0,2:24,17387.0,17255.0,18678.0,17648.666666666668
11/4/2023,Sat,Nov,10:00 PM,10:00,PM,Calgary Flames,6,Seattle Kraken,3,17151.0,2:19,18304.0,17387.0,17255.0,17614.0
