Date,Day of Week,Month,Full Time,Time,AM/PM,Visitor,Goals,Home,Goals.1,Att.,LOG,Lagged_attendance_1,Lagged_attendance_2,Lagged_attendance_3,Attendance_moving_avg
10/12/2016,Wed,Oct,10:30 PM,10:30,PM,Los Angeles Kings,1,San Jose Sharks,2,17562.0,2:29,17618.0,18347.0,21729.0,17842.333333333332
10/13/2016,Thu,Oct,7:00 PM,7:00,PM,Montreal Canadiens,4,Buffalo Sabres,1,19070.0,2:44,17562.0,17618.0,18347.0,18083.333333333332
10/13/2016,Thu,Oct,7:00 PM,7:00,PM,Boston Bruins,6,Columbus Blue Jackets,3,18144.0,2:29,19070.0,17562.0,17618.0,18258.666666666668
10/13/2016,Thu,Oct,8:30 PM,8:30,PM,Anaheim Ducks,2,Dallas Stars,4,18532.0,2:30,18144.0,19070.0,17562.0,18582.0
10/13/2016,Thu,Oct,7:30 PM,7:30,PM,New Jersey Devils,1,Florida Panthers,2,17128.0,2:36,18532.0,18144.0,19070.0,17934.666666666668
10/13/2016,Thu,Oct,7:00 PM,7:00,PM,New York Islanders,3,New York Rangers,5,18200.0,2:29,17128.0,18532.0,18144.0,17953.333333333332
10/13/2016,Thu,Oct,8:00 PM,8:00,PM,Washington Capitals,2,Pittsburgh Penguins,3,18630.0,2:50,18200.0,17128.0,18532.0,17986.0
10/13/2016,Thu,Oct,8:00 PM,8:00,PM,Minnesota Wild,2,St. Louis Blues,3,19673.0,2:29,18630.0,18200.0,17128.0,18834.333333333332
10/13/2016,Thu,Oct,7:30 PM,7:30,PM,Detroit Red Wings,4,Tampa Bay Lightning,6,19092.0,2:47,19673.0,18630.0,18200.0,19131.666666666668
10/13/2016,Thu,Oct,8:00 PM,8:00,PM,Carolina Hurricanes,4,Winnipeg Jets,5,15296.0,2:32,19092.0,19673.0,18630.0,18020.333333333332
10/14/2016,Fri,Oct,9:00 PM,9:00,PM,Edmonton Oilers,5,Calgary Flames,3,19289.0,2:28,15296.0,19092.0,19673.0,17892.333333333332
10/14/2016,Fri,Oct,10:30 PM,10:30,PM,Philadelphia Flyers,4,Los Angeles Kings,2,18453.0,2:31,19289.0,15296.0,19092.0,17679.333333333332
10/14/2016,Fri,Oct,8:00 PM,8:00,PM,Chicago Blackhawks,2,Nashville Predators,3,17256.0,2:35,18453.0,19289.0,15296.0,18332.666666666668
10/15/2016,Sat,Oct,9:00 PM,9:00,PM,Philadelphia Flyers,3,Arizona Coyotes,4,17125.0,2:39,17256.0,18453.0,19289.0,17611.333333333332
10/15/2016,Sat,Oct,7:00 PM,7:00,PM,San Jose Sharks,3,Columbus Blue Jackets,2,16546.0,2:24,17125.0,17256.0,18453.0,16975.666666666668
10/15/2016,Sat,Oct,8:30 PM,8:30,PM,Nashville Predators,3,Chicago Blackhawks,5,21665.0,2:29,16546.0,17125.0,17256.0,18445.333333333332
10/15/2016,Sat,Oct,9:00 PM,9:00,PM,Dallas Stars,5,Colorado Avalanche,6,18007.0,2:38,21665.0,16546.0,17125.0,18739.333333333332
10/15/2016,Sat,Oct,7:00 PM,7:00,PM,Detroit Red Wings,1,Florida Panthers,4,16868.0,2:35,18007.0,21665.0,16546.0,18846.666666666668
10/15/2016,Sat,Oct,7:00 PM,7:00,PM,Winnipeg Jets,3,Minnesota Wild,4,19024.0,2:41,16868.0,18007.0,21665.0,17966.333333333332
10/15/2016,Sat,Oct,7:00 PM,7:00,PM,Montreal Canadiens,3,Ottawa Senators,4,18195.0,2:44,19024.0,16868.0,18007.0,18029.0
10/15/2016,Sat,Oct,7:00 PM,7:00,PM,Anaheim Ducks,2,Pittsburgh Penguins,3,18452.0,2:38,18195.0,19024.0,16868.0,18557.0
10/15/2016,Sat,Oct,8:00 PM,8:00,PM,New York Rangers,2,St. Louis Blues,3,19197.0,2:24,18452.0,18195.0,19024.0,18614.666666666668
10/15/2016,Sat,Oct,7:00 PM,7:00,PM,New Jersey Devils,2,Tampa Bay Lightning,3,19092.0,2:36,19197.0,18452.0,18195.0,18913.666666666668
10/15/2016,Sat,Oct,7:00 PM,7:00,PM,Boston Bruins,1,Toronto Maple Leafs,4,19466.0,2:23,19092.0,19197.0,18452.0,19251.666666666668
10/15/2016,Sat,Oct,10:00 PM,10:00,PM,Calgary Flames,1,Vancouver Canucks,2,18865.0,2:42,19466.0,19092.0,19197.0,19141.0
10/15/2016,Sat,Oct,7:00 PM,7:00,PM,New York Islanders,1,Washington Capitals,2,18506.0,2:25,18865.0,19466.0,19092.0,18945.666666666668
10/16/2016,Sun,Oct,7:00 PM,7:00,PM,Buffalo Sabres,6,Edmonton Oilers,2,18347.0,2:39,18506.0,18865.0,19466.0,18572.666666666668
10/16/2016,Sun,Oct,6:00 PM,6:00,PM,Anaheim Ducks,2,New York Islanders,3,15795.0,2:37,18347.0,18506.0,18865.0,17549.333333333332
10/16/2016,Sun,Oct,10:00 PM,10:00,PM,Carolina Hurricanes,3,Vancouver Canucks,4,17832.0,2:25,15795.0,18347.0,18506.0,17324.666666666668
10/17/2016,Mon,Oct,7:30 PM,7:30,PM,Ottawa Senators,1,Detroit Red Wings,5,20027.0,2:33,17832.0,15795.0,18347.0,17884.666666666668
10/17/2016,Mon,Oct,7:00 PM,7:00,PM,San Jose Sharks,4,New York Rangers,7,18200.0,2:32,20027.0,17832.0,15795.0,18686.333333333332
10/17/2016,Mon,Oct,7:00 PM,7:00,PM,Colorado Avalanche,4,Pittsburgh Penguins,3,18431.0,2:41,18200.0,20027.0,17832.0,18886.0
10/17/2016,Mon,Oct,8:00 PM,8:00,PM,Boston Bruins,4,Winnipeg Jets,1,15296.0,2:36,18431.0,18200.0,20027.0,17309.0
10/18/2016,Tue,Oct,9:00 PM,9:00,PM,Buffalo Sabres,3,Calgary Flames,4,19289.0,2:35,15296.0,18431.0,18200.0,17672.0
10/18/2016,Tue,Oct,8:30 PM,8:30,PM,Philadelphia Flyers,4,Chicago Blackhawks,7,21263.0,2:26,19289.0,15296.0,18431.0,18616.0
10/18/2016,Tue,Oct,9:00 PM,9:00,PM,Carolina Hurricanes,2,Edmonton Oilers,3,18347.0,2:30,21263.0,19289.0,15296.0,19633.0
10/18/2016,Tue,Oct,8:00 PM,8:00,PM,Los Angeles Kings,3,Minnesota Wild,6,18644.0,2:40,18347.0,21263.0,19289.0,19418.0
10/18/2016,Tue,Oct,7:30 PM,7:30,PM,Pittsburgh Penguins,0,Montreal Canadiens,4,21288.0,2:47,18644.0,18347.0,21263.0,19426.333333333332
10/18/2016,Tue,Oct,7:00 PM,7:00,PM,Anaheim Ducks,1,New Jersey Devils,2,16514.0,2:37,21288.0,18644.0,18347.0,18815.333333333332
10/18/2016,Tue,Oct,8:00 PM,8:00,PM,Dallas Stars,2,Nashville Predators,1,17113.0,2:29,16514.0,21288.0,18644.0,18305.0
10/18/2016,Tue,Oct,7:00 PM,7:00,PM,San Jose Sharks,3,New York Islanders,2,10772.0,2:34,17113.0,16514.0,21288.0,14799.666666666666
10/18/2016,Tue,Oct,7:30 PM,7:30,PM,Arizona Coyotes,4,Ottawa Senators,7,11061.0,2:43,10772.0,17113.0,16514.0,12982.0
10/18/2016,Tue,Oct,7:30 PM,7:30,PM,Florida Panthers,3,Tampa Bay Lightning,4,19092.0,2:50,11061.0,10772.0,17113.0,13641.666666666666
10/18/2016,Tue,Oct,10:00 PM,10:00,PM,St. Louis Blues,1,Vancouver Canucks,2,17568.0,2:28,19092.0,11061.0,10772.0,15907.0
10/18/2016,Tue,Oct,7:00 PM,7:00,PM,Colorado Avalanche,0,Washington Capitals,3,18506.0,2:29,17568.0,19092.0,11061.0,18388.666666666668
10/19/2016,Wed,Oct,8:00 PM,8:00,PM,Detroit Red Wings,2,New York Rangers,1,18200.0,2:28,18506.0,17568.0,19092.0,18091.333333333332
10/19/2016,Wed,Oct,8:00 PM,8:00,PM,Toronto Maple Leafs,4,Winnipeg Jets,5,15294.0,2:36,18200.0,18506.0,17568.0,17333.333333333332
10/20/2016,Thu,Oct,7:00 PM,7:00,PM,New Jersey Devils,1,Boston Bruins,2,17565.0,2:37,15294.0,18200.0,18506.0,17019.666666666668
10/20/2016,Thu,Oct,9:00 PM,9:00,PM,Carolina Hurricanes,4,Calgary Flames,2,17652.0,2:29,17565.0,15294.0,18200.0,16837.0
10/20/2016,Thu,Oct,8:30 PM,8:30,PM,Los Angeles Kings,4,Dallas Stars,3,18532.0,2:45,17652.0,17565.0,15294.0,17916.333333333332
10/20/2016,Thu,Oct,9:00 PM,9:00,PM,St. Louis Blues,1,Edmonton Oilers,3,18347.0,2:30,18532.0,17652.0,17565.0,18177.0
10/20/2016,Thu,Oct,7:30 PM,7:30,PM,Washington Capitals,4,Florida Panthers,2,12440.0,2:27,18347.0,18532.0,17652.0,16439.666666666668
10/20/2016,Thu,Oct,8:00 PM,8:00,PM,Toronto Maple Leafs,2,Minnesota Wild,3,18968.0,2:36,12440.0,18347.0,18532.0,16585.0
10/20/2016,Thu,Oct,7:30 PM,7:30,PM,Arizona Coyotes,2,Montreal Canadiens,5,21288.0,2:33,18968.0,12440.0,18347.0,17565.333333333332
10/20/2016,Thu,Oct,7:00 PM,7:00,PM,Anaheim Ducks,3,Philadelphia Flyers,2,19982.0,2:23,21288.0,18968.0,12440.0,20079.333333333332
10/20/2016,Thu,Oct,7:00 PM,7:00,PM,San Jose Sharks,2,Pittsburgh Penguins,3,18511.0,2:31,19982.0,21288.0,18968.0,19927.0
10/20/2016,Thu,Oct,7:30 PM,7:30,PM,Colorado Avalanche,4,Tampa Bay Lightning,0,19092.0,2:27,18511.0,19982.0,21288.0,19195.0
10/20/2016,Thu,Oct,10:00 PM,10:00,PM,Buffalo Sabres,1,Vancouver Canucks,2,17809.0,2:35,19092.0,18511.0,19982.0,18470.666666666668
10/21/2016,Fri,Oct,7:00 PM,7:00,PM,Chicago Blackhawks,2,Columbus Blue Jackets,3,15789.0,2:27,17809.0,19092.0,18511.0,17563.333333333332
10/21/2016,Fri,Oct,7:30 PM,7:30,PM,Nashville Predators,3,Detroit Red Wings,5,20027.0,2:34,15789.0,17809.0,19092.0,17875.0
10/21/2016,Fri,Oct,7:00 PM,7:00,PM,Arizona Coyotes,2,New York Islanders,3,13076.0,2:38,20027.0,15789.0,17809.0,16297.333333333334
10/22/2016,Sat,Oct,7:00 PM,7:00,PM,Montreal Canadiens,4,Boston Bruins,2,17565.0,2:36,13076.0,20027.0,15789.0,16889.333333333332
10/22/2016,Sat,Oct,10:00 PM,10:00,PM,St. Louis Blues,6,Calgary Flames,4,18076.0,2:33,17565.0,13076.0,20027.0,16239.0
10/22/2016,Sat,Oct,7:00 PM,7:00,PM,Toronto Maple Leafs,4,Chicago Blackhawks,5,21735.0,2:51,18076.0,17565.0,13076.0,19125.333333333332
10/22/2016,Sat,Oct,8:00 PM,8:00,PM,Columbus Blue Jackets,3,Dallas Stars,0,18532.0,2:30,21735.0,18076.0,17565.0,19447.666666666668
10/22/2016,Sat,Oct,7:00 PM,7:00,PM,San Jose Sharks,0,Detroit Red Wings,3,20027.0,2:27,18532.0,21735.0,18076.0,20098.0
10/22/2016,Sat,Oct,7:00 PM,7:00,PM,Colorado Avalanche,2,Florida Panthers,5,14326.0,2:32,20027.0,18532.0,21735.0,17628.333333333332
10/22/2016,Sat,Oct,10:00 PM,10:00,PM,Vancouver Canucks,3,Los Angeles Kings,4,18230.0,2:51,14326.0,20027.0,18532.0,17527.666666666668
10/22/2016,Sat,Oct,7:00 PM,7:00,PM,Minnesota Wild,1,New Jersey Devils,2,16514.0,2:36,18230.0,14326.0,20027.0,16356.666666666666
10/22/2016,Sat,Oct,8:00 PM,8:00,PM,Pittsburgh Penguins,1,Nashville Predators,5,17113.0,2:31,16514.0,18230.0,14326.0,17285.666666666668
10/22/2016,Sat,Oct,7:00 PM,7:00,PM,Tampa Bay Lightning,4,Ottawa Senators,1,15918.0,2:30,17113.0,16514.0,18230.0,16515.0
10/22/2016,Sat,Oct,7:00 PM,7:00,PM,Carolina Hurricanes,3,Philadelphia Flyers,6,19668.0,2:36,15918.0,17113.0,16514.0,17566.333333333332
10/22/2016,Sat,Oct,7:00 PM,7:00,PM,New York Rangers,4,Washington Capitals,2,18506.0,2:20,19668.0,15918.0,17113.0,18030.666666666668
10/23/2016,Sun,Oct,8:00 PM,8:00,PM,Vancouver Canucks,2,Anaheim Ducks,4,17174.0,2:29,18506.0,19668.0,15918.0,18449.333333333332
10/23/2016,Sun,Oct,6:00 PM,6:00,PM,Minnesota Wild,3,New York Islanders,6,11583.0,2:30,17174.0,18506.0,19668.0,15754.333333333334
10/23/2016,Sun,Oct,7:00 PM,7:00,PM,Arizona Coyotes,2,New York Rangers,3,18006.0,2:26,11583.0,17174.0,18506.0,15587.666666666666
10/23/2016,Sun,Oct,3:00 PM,3:00,PM,Edmonton Oilers,3,Winnipeg Jets,0,33240.0,2:30,18006.0,11583.0,17174.0,20943.0
10/24/2016,Mon,Oct,8:30 PM,8:30,PM,Calgary Flames,3,Chicago Blackhawks,2,21348.0,2:51,33240.0,18006.0,11583.0,24198.0
10/24/2016,Mon,Oct,7:30 PM,7:30,PM,Philadelphia Flyers,1,Montreal Canadiens,3,21288.0,2:27,21348.0,33240.0,18006.0,25292.0
10/25/2016,Tue,Oct,7:00 PM,7:00,PM,Minnesota Wild,5,Boston Bruins,0,17565.0,2:32,21288.0,21348.0,33240.0,20067.0
10/25/2016,Tue,Oct,8:30 PM,8:30,PM,Winnipeg Jets,2,Dallas Stars,3,18040.0,2:37,17565.0,21288.0,21348.0,18964.333333333332
10/25/2016,Tue,Oct,7:30 PM,7:30,PM,Carolina Hurricanes,2,Detroit Red Wings,4,20027.0,2:24,18040.0,17565.0,21288.0,18544.0
10/25/2016,Tue,Oct,10:30 PM,10:30,PM,Columbus Blue Jackets,2,Los Angeles Kings,3,18230.0,2:23,20027.0,18040.0,17565.0,18765.666666666668
10/25/2016,Tue,Oct,7:00 PM,7:00,PM,Arizona Coyotes,3,New Jersey Devils,5,12756.0,2:30,18230.0,20027.0,18040.0,17004.333333333332
10/25/2016,Tue,Oct,7:30 PM,7:30,PM,Buffalo Sabres,3,Philadelphia Flyers,4,19209.0,2:50,12756.0,18230.0,20027.0,16731.666666666668
10/25/2016,Tue,Oct,7:00 PM,7:00,PM,Florida Panthers,2,Pittsburgh Penguins,3,18434.0,2:20,19209.0,12756.0,18230.0,16799.666666666668
10/25/2016,Tue,Oct,10:00 PM,10:00,PM,Anaheim Ducks,1,San Jose Sharks,2,17562.0,2:36,18434.0,19209.0,12756.0,18401.666666666668
10/25/2016,Tue,Oct,8:00 PM,8:00,PM,Calgary Flames,4,St. Louis Blues,1,17337.0,2:25,17562.0,18434.0,19209.0,17777.666666666668
10/25/2016,Tue,Oct,7:30 PM,7:30,PM,Tampa Bay Lightning,7,Toronto Maple Leafs,3,19449.0,2:42,17337.0,17562.0,18434.0,18116.0
10/25/2016,Tue,Oct,10:00 PM,10:00,PM,Ottawa Senators,3,Vancouver Canucks,0,18471.0,2:24,19449.0,17337.0,17562.0,18419.0
10/26/2016,Wed,Oct,10:30 PM,10:30,PM,Nashville Predators,1,Anaheim Ducks,6,15421.0,2:36,18471.0,19449.0,17337.0,17780.333333333332
10/26/2016,Wed,Oct,9:30 PM,9:30,PM,Washington Capitals,1,Edmonton Oilers,4,18347.0,2:30,15421.0,18471.0,19449.0,17413.0
10/26/2016,Wed,Oct,7:00 PM,7:00,PM,Montreal Canadiens,3,New York Islanders,2,12194.0,2:33,18347.0,15421.0,18471.0,15320.666666666666
10/26/2016,Wed,Oct,8:00 PM,8:00,PM,Boston Bruins,2,New York Rangers,5,18006.0,2:31,12194.0,18347.0,15421.0,16182.333333333334
10/27/2016,Thu,Oct,7:00 PM,7:00,PM,Minnesota Wild,4,Buffalo Sabres,0,18122.0,2:28,18006.0,12194.0,18347.0,16107.333333333334
10/27/2016,Thu,Oct,10:30 PM,10:30,PM,Nashville Predators,2,Los Angeles Kings,3,18230.0,2:49,18122.0,18006.0,12194.0,18119.333333333332
10/27/2016,Thu,Oct,7:30 PM,7:30,PM,Tampa Bay Lightning,1,Montreal Canadiens,3,21288.0,2:32,18230.0,18122.0,18006.0,19213.333333333332
10/27/2016,Thu,Oct,7:00 PM,7:00,PM,Arizona Coyotes,5,Philadelphia Flyers,4,19432.0,2:39,21288.0,18230.0,18122.0,19650.0
10/27/2016,Thu,Oct,7:00 PM,7:00,PM,New York Islanders,2,Pittsburgh Penguins,4,18422.0,2:35,19432.0,21288.0,18230.0,19714.0
10/27/2016,Thu,Oct,10:30 PM,10:30,PM,Columbus Blue Jackets,1,San Jose Sharks,3,17229.0,2:30,18422.0,19432.0,21288.0,18361.0
10/27/2016,Thu,Oct,8:00 PM,8:00,PM,Detroit Red Wings,2,St. Louis Blues,1,19229.0,2:47,17229.0,18422.0,19432.0,18293.333333333332
10/27/2016,Thu,Oct,7:30 PM,7:30,PM,Florida Panthers,2,Toronto Maple Leafs,3,18979.0,2:26,19229.0,17229.0,18422.0,18479.0
10/27/2016,Thu,Oct,8:00 PM,8:00,PM,Dallas Stars,1,Winnipeg Jets,4,15294.0,2:31,18979.0,19229.0,17229.0,17834.0
10/28/2016,Fri,Oct,10:00 PM,10:00,PM,Columbus Blue Jackets,4,Anaheim Ducks,0,15841.0,2:32,15294.0,18979.0,19229.0,16704.666666666668
10/28/2016,Fri,Oct,7:30 PM,7:30,PM,New York Rangers,2,Carolina Hurricanes,3,18680.0,2:21,15841.0,15294.0,18979.0,16605.0
10/28/2016,Fri,Oct,9:00 PM,9:00,PM,Ottawa Senators,2,Calgary Flames,5,18132.0,2:36,18680.0,15841.0,15294.0,17551.0
10/28/2016,Fri,Oct,9:00 PM,9:00,PM,Winnipeg Jets,1,Colorado Avalanche,0,16135.0,2:24,18132.0,18680.0,15841.0,17649.0
10/28/2016,Fri,Oct,7:30 PM,7:30,PM,Chicago Blackhawks,3,New Jersey Devils,2,13882.0,2:30,16135.0,18132.0,18680.0,16049.666666666666
10/28/2016,Fri,Oct,10:00 PM,10:00,PM,Edmonton Oilers,2,Vancouver Canucks,0,18865.0,2:24,13882.0,16135.0,18132.0,16294.0
10/29/2016,Sat,Oct,9:00 PM,9:00,PM,Colorado Avalanche,3,Arizona Coyotes,2,13533.0,2:26,18865.0,13882.0,16135.0,15426.666666666666
10/29/2016,Sat,Oct,1:00 PM,1:00,PM,Florida Panthers,0,Buffalo Sabres,3,18261.0,2:34,13533.0,18865.0,13882.0,16886.333333333332
10/29/2016,Sat,Oct,7:00 PM,7:00,PM,Boston Bruins,1,Detroit Red Wings,0,20027.0,2:45,18261.0,13533.0,18865.0,17273.666666666668
10/29/2016,Sat,Oct,8:00 PM,8:00,PM,Dallas Stars,0,Minnesota Wild,4,19031.0,2:28,20027.0,18261.0,13533.0,19106.333333333332
10/29/2016,Sat,Oct,7:00 PM,7:00,PM,Toronto Maple Leafs,1,Montreal Canadiens,2,21288.0,2:28,19031.0,20027.0,18261.0,20115.333333333332
10/29/2016,Sat,Oct,7:00 PM,7:00,PM,Tampa Bay Lightning,1,New Jersey Devils,3,13098.0,2:30,21288.0,19031.0,20027.0,17805.666666666668
10/29/2016,Sat,Oct,7:00 PM,7:00,PM,Pittsburgh Penguins,5,Philadelphia Flyers,4,19927.0,2:41,13098.0,21288.0,19031.0,18104.333333333332
10/29/2016,Sat,Oct,10:30 PM,10:30,PM,Nashville Predators,1,San Jose Sharks,4,17562.0,2:28,19927.0,13098.0,21288.0,16862.333333333332
10/29/2016,Sat,Oct,8:00 PM,8:00,PM,Los Angeles Kings,0,St. Louis Blues,1,18631.0,2:26,17562.0,19927.0,13098.0,18706.666666666668
10/29/2016,Sat,Oct,10:00 PM,10:00,PM,Washington Capitals,5,Vancouver Canucks,2,18338.0,2:36,18631.0,17562.0,19927.0,18177.0
10/30/2016,Sun,Oct,5:00 PM,5:00,PM,Philadelphia Flyers,4,Carolina Hurricanes,3,10353.0,2:28,18338.0,18631.0,17562.0,15774.0
10/30/2016,Sun,Oct,9:30 PM,9:30,PM,Washington Capitals,3,Calgary Flames,1,18454.0,2:25,10353.0,18338.0,18631.0,15715.0
10/30/2016,Sun,Oct,7:00 PM,7:00,PM,Los Angeles Kings,0,Chicago Blackhawks,3,21329.0,2:23,18454.0,10353.0,18338.0,16712.0
10/30/2016,Sun,Oct,5:00 PM,5:00,PM,Florida Panthers,5,Detroit Red Wings,2,20027.0,2:24,21329.0,18454.0,10353.0,19936.666666666668
10/30/2016,Sun,Oct,9:00 PM,9:00,PM,Ottawa Senators,2,Edmonton Oilers,0,18347.0,2:29,20027.0,21329.0,18454.0,19901.0
10/30/2016,Sun,Oct,6:00 PM,6:00,PM,Toronto Maple Leafs,1,New York Islanders,5,12057.0,2:32,18347.0,20027.0,21329.0,16810.333333333332
10/30/2016,Sun,Oct,7:00 PM,7:00,PM,Tampa Bay Lightning,1,New York Rangers,6,18006.0,2:36,12057.0,18347.0,20027.0,16136.666666666666
10/30/2016,Sun,Oct,3:00 PM,3:00,PM,Buffalo Sabres,3,Winnipeg Jets,1,15294.0,2:30,18006.0,12057.0,18347.0,15119.0
11/1/2016,Tue,Nov,10:00 PM,10:00,PM,San Jose Sharks,2,Arizona Coyotes,3,11046.0,2:36,15294.0,18006.0,12057.0,14782.0
11/1/2016,Tue,Nov,7:00 PM,7:00,PM,Dallas Stars,2,Columbus Blue Jackets,3,10141.0,2:27,11046.0,15294.0,18006.0,12160.333333333334
11/1/2016,Tue,Nov,8:30 PM,8:30,PM,Calgary Flames,1,Chicago Blackhawks,5,21166.0,2:23,10141.0,11046.0,15294.0,14117.666666666666
11/1/2016,Tue,Nov,9:00 PM,9:00,PM,Nashville Predators,5,Colorado Avalanche,1,12142.0,2:26,21166.0,10141.0,11046.0,14483.0
11/1/2016,Tue,Nov,7:30 PM,7:30,PM,Boston Bruins,2,Florida Panthers,1,13808.0,2:44,12142.0,21166.0,10141.0,15705.333333333334
11/1/2016,Tue,Nov,10:30 PM,10:30,PM,Anaheim Ducks,4,Los Angeles Kings,0,18230.0,2:39,13808.0,12142.0,21166.0,14726.666666666666
11/1/2016,Tue,Nov,8:00 PM,8:00,PM,Buffalo Sabres,2,Minnesota Wild,1,18864.0,2:28,18230.0,13808.0,12142.0,16967.333333333332
11/1/2016,Tue,Nov,7:30 PM,7:30,PM,Tampa Bay Lightning,6,New York Islanders,1,10822.0,2:28,18864.0,18230.0,13808.0,15972.0
11/1/2016,Tue,Nov,7:00 PM,7:00,PM,St. Louis Blues,0,New York Rangers,5,18006.0,2:30,10822.0,18864.0,18230.0,15897.333333333334
11/1/2016,Tue,Nov,7:30 PM,7:30,PM,Carolina Hurricanes,1,Ottawa Senators,2,13049.0,2:40,18006.0,10822.0,18864.0,13959.0
11/1/2016,Tue,Nov,7:30 PM,7:30,PM,Edmonton Oilers,2,Toronto Maple Leafs,3,19687.0,2:34,13049.0,18006.0,10822.0,16914.0
11/1/2016,Tue,Nov,8:00 PM,8:00,PM,Washington Capitals,3,Winnipeg Jets,2,15294.0,2:35,19687.0,13049.0,18006.0,16010.0
11/2/2016,Wed,Nov,10:30 PM,10:30,PM,Pittsburgh Penguins,5,Anaheim Ducks,1,15543.0,2:33,15294.0,19687.0,13049.0,16841.333333333332
11/2/2016,Wed,Nov,7:30 PM,7:30,PM,Vancouver Canucks,0,Montreal Canadiens,3,21288.0,2:28,15543.0,15294.0,19687.0,17375.0
11/2/2016,Wed,Nov,8:00 PM,8:00,PM,Detroit Red Wings,3,Philadelphia Flyers,4,19309.0,2:32,21288.0,15543.0,15294.0,18713.333333333332
11/3/2016,Thu,Nov,10:00 PM,10:00,PM,Nashville Predators,2,Arizona Coyotes,3,10745.0,2:40,19309.0,21288.0,15543.0,17114.0
11/3/2016,Thu,Nov,7:00 PM,7:00,PM,Toronto Maple Leafs,2,Buffalo Sabres,1,18183.0,2:35,10745.0,19309.0,21288.0,16079.0
11/3/2016,Thu,Nov,8:30 PM,8:30,PM,Colorado Avalanche,0,Chicago Blackhawks,4,21580.0,2:25,18183.0,10745.0,19309.0,16836.0
11/3/2016,Thu,Nov,8:30 PM,8:30,PM,St. Louis Blues,2,Dallas Stars,6,18532.0,2:40,21580.0,18183.0,10745.0,19431.666666666668
11/3/2016,Thu,Nov,7:30 PM,7:30,PM,New Jersey Devils,3,Florida Panthers,4,11597.0,2:37,18532.0,21580.0,18183.0,17236.333333333332
11/3/2016,Thu,Nov,10:30 PM,10:30,PM,Pittsburgh Penguins,2,Los Angeles Kings,3,18230.0,2:38,11597.0,18532.0,21580.0,16119.666666666666
11/3/2016,Thu,Nov,7:00 PM,7:00,PM,Philadelphia Flyers,3,New York Islanders,2,11119.0,2:50,18230.0,11597.0,18532.0,13648.666666666666
11/3/2016,Thu,Nov,7:00 PM,7:00,PM,Edmonton Oilers,3,New York Rangers,5,18006.0,2:31,11119.0,18230.0,11597.0,15785.0
11/3/2016,Thu,Nov,7:30 PM,7:30,PM,Vancouver Canucks,0,Ottawa Senators,1,13260.0,2:34,18006.0,11119.0,18230.0,14128.333333333334
11/3/2016,Thu,Nov,10:30 PM,10:30,PM,Calgary Flames,3,San Jose Sharks,2,17562.0,2:24,13260.0,18006.0,11119.0,16276.0
11/3/2016,Thu,Nov,7:30 PM,7:30,PM,Boston Bruins,4,Tampa Bay Lightning,3,19092.0,3:04,17562.0,13260.0,18006.0,16638.0
11/3/2016,Thu,Nov,7:00 PM,7:00,PM,Winnipeg Jets,3,Washington Capitals,4,18506.0,2:39,19092.0,17562.0,13260.0,18386.666666666668
11/4/2016,Fri,Nov,10:00 PM,10:00,PM,Arizona Coyotes,1,Anaheim Ducks,5,16405.0,2:33,18506.0,19092.0,17562.0,18001.0
11/4/2016,Fri,Nov,7:00 PM,7:00,PM,Montreal Canadiens,0,Columbus Blue Jackets,10,14436.0,2:39,16405.0,18506.0,19092.0,16449.0
11/4/2016,Fri,Nov,7:30 PM,7:30,PM,Winnipeg Jets,5,Detroit Red Wings,3,20027.0,2:43,14436.0,16405.0,18506.0,16956.0
11/5/2016,Sat,Nov,7:00 PM,7:00,PM,New York Rangers,5,Boston Bruins,2,17565.0,2:24,20027.0,14436.0,16405.0,17342.666666666668
11/5/2016,Sat,Nov,3:00 PM,3:00,PM,Minnesota Wild,0,Colorado Avalanche,1,16256.0,2:34,17565.0,20027.0,14436.0,17949.333333333332
11/5/2016,Sat,Nov,8:00 PM,8:00,PM,Chicago Blackhawks,3,Dallas Stars,2,18532.0,2:42,16256.0,17565.0,20027.0,17451.0
11/5/2016,Sat,Nov,10:00 PM,10:00,PM,Calgary Flames,0,Los Angeles Kings,5,18230.0,2:30,18532.0,16256.0,17565.0,17672.666666666668
11/5/2016,Sat,Nov,7:00 PM,7:00,PM,Philadelphia Flyers,4,Montreal Canadiens,5,21288.0,2:32,18230.0,18532.0,16256.0,19350.0
11/5/2016,Sat,Nov,8:00 PM,8:00,PM,Carolina Hurricanes,3,Nashville Predators,2,17113.0,2:38,21288.0,18230.0,18532.0,18877.0
11/5/2016,Sat,Nov,7:00 PM,7:00,PM,Edmonton Oilers,4,New York Islanders,3,13862.0,2:41,17113.0,21288.0,18230.0,17421.0
11/5/2016,Sat,Nov,7:00 PM,7:00,PM,Buffalo Sabres,2,Ottawa Senators,1,16225.0,2:23,13862.0,17113.0,21288.0,15733.333333333334
11/5/2016,Sat,Nov,10:30 PM,10:30,PM,Pittsburgh Penguins,5,San Jose Sharks,0,17562.0,2:29,16225.0,13862.0,17113.0,15883.0
11/5/2016,Sat,Nov,7:00 PM,7:00,PM,Columbus Blue Jackets,1,St. Louis Blues,2,18245.0,2:35,17562.0,16225.0,13862.0,17344.0
